Country,Date,No. of confirmed cases,No. of confirmed deaths,Male Cases,Female Cases,Boys,Girls,Adult Male,Adult Female,Old Male,Old Female
Senegal,23/04/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United Kingdom,23/04/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Nigeria,23/04/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
United States of America,23/04/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Mali,23/04/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Liberia,24/04/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Nigeria,24/04/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Sierra Leone,24/04/2015,8584,3520,5150.4,3433.6,1545.12,1030.08,3090.24,2060.16,515.04,343.36
United Kingdom,24/04/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Mali,24/04/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Spain,24/04/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,24/04/2015,3145,1950,1887,1258,566.1,377.4,1132.2,754.8,188.7,125.8
Senegal,24/04/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United States of America,24/04/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Spain,27/04/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United Kingdom,27/04/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,27/04/2015,3154,1959,1892.4,1261.6,567.72,378.48,1135.44,756.96,189.24,126.16
United States of America,27/04/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Senegal,27/04/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Nigeria,27/04/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Liberia,27/04/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Mali,27/04/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Sierra Leone,27/04/2015,8585,3529,5151,3434,1545.3,1030.2,3090.6,2060.4,515.1,343.4
United States of America,28/04/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
United Kingdom,28/04/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Sierra Leone,28/04/2015,8586,3533,5151.6,3434.4,1545.48,1030.32,3090.96,2060.64,515.16,343.44
Spain,28/04/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Senegal,28/04/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,28/04/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Mali,28/04/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Guinea,28/04/2015,3158,1962,1894.8,1263.2,568.44,378.96,1136.88,757.92,189.48,126.32
Nigeria,28/04/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Liberia,30/04/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Senegal,30/04/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Mali,30/04/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Nigeria,30/04/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Sierra Leone,30/04/2015,8588,3535,5152.8,3435.2,1545.84,1030.56,3091.68,2061.12,515.28,343.52
Guinea,30/04/2015,3159,1966,1895.4,1263.6,568.62,379.08,1137.24,758.16,189.54,126.36
United Kingdom,30/04/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United States of America,30/04/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Spain,30/04/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United Kingdom,01/05/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Senegal,01/05/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,01/05/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
United States of America,01/05/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Sierra Leone,01/05/2015,8590,3535,5154,3436,1546.2,1030.8,3092.4,2061.6,515.4,343.6
Spain,01/05/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,01/05/2015,3161,1968,1896.6,1264.4,568.98,379.32,1137.96,758.64,189.66,126.44
Mali,01/05/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Nigeria,01/05/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
United Kingdom,04/05/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United States of America,04/05/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Guinea,04/05/2015,3163,1970,1897.8,1265.2,569.34,379.56,1138.68,759.12,189.78,126.52
Mali,04/05/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Senegal,04/05/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Spain,04/05/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Sierra Leone,04/05/2015,8592,3536,5155.2,3436.8,1546.56,1031.04,3093.12,2062.08,515.52,343.68
Nigeria,04/05/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Liberia,04/05/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Guinea,05/05/2015,3167,1971,1900.2,1266.8,570.06,380.04,1140.12,760.08,190.02,126.68
Spain,05/05/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United States of America,05/05/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Nigeria,05/05/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Senegal,05/05/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United Kingdom,05/05/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,05/05/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Mali,05/05/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Sierra Leone,05/05/2015,8595,3537,5157,3438,1547.1,1031.4,3094.2,2062.8,515.7,343.8
United States of America,06/05/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Liberia,06/05/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Mali,06/05/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Sierra Leone,06/05/2015,8595,3537,5157,3438,1547.1,1031.4,3094.2,2062.8,515.7,343.8
Nigeria,06/05/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Guinea,06/05/2015,3167,1971,1900.2,1266.8,570.06,380.04,1140.12,760.08,190.02,126.68
Spain,06/05/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United Kingdom,06/05/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Senegal,06/05/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Nigeria,07/05/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
United States of America,07/05/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Senegal,07/05/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Mali,07/05/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
United Kingdom,07/05/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,07/05/2015,3170,1972,1902,1268,570.6,380.4,1141.2,760.8,190.2,126.8
Spain,07/05/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Sierra Leone,07/05/2015,8597,3538,5158.2,3438.8,1547.46,1031.64,3094.92,2063.28,515.82,343.88
Liberia,07/05/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Sierra Leone,08/05/2015,8597,3538,5158.2,3438.8,1547.46,1031.64,3094.92,2063.28,515.82,343.88
Spain,08/05/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Mali,08/05/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
United Kingdom,08/05/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Nigeria,08/05/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Senegal,08/05/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,08/05/2015,3170,1972,1902,1268,570.6,380.4,1141.2,760.8,190.2,126.8
Liberia,08/05/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
United States of America,08/05/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Senegal,11/05/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Sierra Leone,11/05/2015,8597,3538,5158.2,3438.8,1547.46,1031.64,3094.92,2063.28,515.82,343.88
Liberia,11/05/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Mali,11/05/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Spain,11/05/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,11/05/2015,3173,1976,1903.8,1269.2,571.14,380.76,1142.28,761.52,190.38,126.92
Nigeria,11/05/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
United States of America,11/05/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
United Kingdom,11/05/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United States of America,12/05/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
United Kingdom,12/05/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,12/05/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Senegal,12/05/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Spain,12/05/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,12/05/2015,3174,1977,1904.4,1269.6,571.32,380.88,1142.64,761.76,190.44,126.96
Sierra Leone,12/05/2015,8597,3538,5158.2,3438.8,1547.46,1031.64,3094.92,2063.28,515.82,343.88
Nigeria,12/05/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Mali,12/05/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Liberia,13/05/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Senegal,13/05/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United States of America,13/05/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Nigeria,13/05/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Mali,13/05/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Sierra Leone,13/05/2015,8597,3538,5158.2,3438.8,1547.46,1031.64,3094.92,2063.28,515.82,343.88
United Kingdom,13/05/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Spain,13/05/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,13/05/2015,3173,1976,1903.8,1269.2,571.14,380.76,1142.28,761.52,190.38,126.92
United Kingdom,14/05/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Nigeria,14/05/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Italy,14/05/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Sierra Leone,14/05/2015,8597,3538,5158.2,3438.8,1547.46,1031.64,3094.92,2063.28,515.82,343.88
United States of America,14/05/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Spain,14/05/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,14/05/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Guinea,14/05/2015,3187,1980,1912.2,1274.8,573.66,382.44,1147.32,764.88,191.22,127.48
Mali,14/05/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Senegal,14/05/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Senegal,15/05/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Sierra Leone,15/05/2015,8598,3538,5158.8,3439.2,1547.64,1031.76,3095.28,2063.52,515.88,343.92
Italy,15/05/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Mali,15/05/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
United Kingdom,15/05/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Nigeria,15/05/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Liberia,15/05/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Guinea,15/05/2015,3189,1982,1913.4,1275.6,574.02,382.68,1148.04,765.36,191.34,127.56
Spain,15/05/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United States of America,15/05/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Senegal,18/05/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,18/05/2015,3195,1986,1917,1278,575.1,383.4,1150.2,766.8,191.7,127.8
Liberia,18/05/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
United States of America,18/05/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
United Kingdom,18/05/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Sierra Leone,18/05/2015,8603,3540,5161.8,3441.2,1548.54,1032.36,3097.08,2064.72,516.18,344.12
Nigeria,18/05/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Mali,18/05/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Spain,18/05/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Italy,18/05/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United States of America,19/05/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Spain,19/05/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Senegal,19/05/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Sierra Leone,19/05/2015,8605,3541,5163,3442,1548.9,1032.6,3097.8,2065.2,516.3,344.2
Liberia,19/05/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
United Kingdom,19/05/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Nigeria,19/05/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Guinea,19/05/2015,3201,1988,1920.6,1280.4,576.18,384.12,1152.36,768.24,192.06,128.04
Italy,19/05/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Mali,19/05/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Sierra Leone,20/05/2015,8605,3541,5163,3442,1548.9,1032.6,3097.8,2065.2,516.3,344.2
Italy,20/05/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United Kingdom,20/05/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Spain,20/05/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,20/05/2015,3201,1988,1920.6,1280.4,576.18,384.12,1152.36,768.24,192.06,128.04
Liberia,20/05/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Nigeria,20/05/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
United States of America,20/05/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Mali,20/05/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Senegal,20/05/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United Kingdom,21/05/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Sierra Leone,21/05/2015,8607,3541,5164.2,3442.8,1549.26,1032.84,3098.52,2065.68,516.42,344.28
Italy,21/05/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Spain,21/05/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Nigeria,21/05/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
United States of America,21/05/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Guinea,21/05/2015,3204,1990,1922.4,1281.6,576.72,384.48,1153.44,768.96,192.24,128.16
Senegal,21/05/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,21/05/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Mali,21/05/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Italy,22/05/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,22/05/2015,3205,1993,1923,1282,576.9,384.6,1153.8,769.2,192.3,128.2
Liberia,22/05/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Spain,22/05/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Sierra Leone,22/05/2015,8608,3541,5164.8,3443.2,1549.44,1032.96,3098.88,2065.92,516.48,344.32
Mali,22/05/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
United Kingdom,22/05/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United States of America,22/05/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Nigeria,22/05/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Senegal,22/05/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United States of America,25/05/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Sierra Leone,25/05/2015,8608,3542,5164.8,3443.2,1549.44,1032.96,3098.88,2065.92,516.48,344.32
Italy,25/05/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,25/05/2015,3208,1999,1924.8,1283.2,577.44,384.96,1154.88,769.92,192.48,128.32
Senegal,25/05/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Nigeria,25/05/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Spain,25/05/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United Kingdom,25/05/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Mali,25/05/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Liberia,25/05/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Liberia,26/05/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
United States of America,26/05/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Mali,26/05/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Italy,26/05/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Nigeria,26/05/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
United Kingdom,26/05/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Sierra Leone,26/05/2015,8608,3542,5164.8,3443.2,1549.44,1032.96,3098.88,2065.92,516.48,344.32
Guinea,26/05/2015,3210,2001,1926,1284,577.8,385.2,1155.6,770.4,192.6,128.4
Senegal,26/05/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Spain,26/05/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,27/05/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Nigeria,27/05/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Senegal,27/05/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Mali,27/05/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Spain,27/05/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Italy,27/05/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United States of America,27/05/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Sierra Leone,27/05/2015,8608,3542,5164.8,3443.2,1549.44,1032.96,3098.88,2065.92,516.48,344.32
United Kingdom,27/05/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,27/05/2015,3210,2001,1926,1284,577.8,385.2,1155.6,770.4,192.6,128.4
Italy,28/05/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Mali,28/05/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Nigeria,28/05/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
United Kingdom,28/05/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,28/05/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Senegal,28/05/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Sierra Leone,28/05/2015,8611,3545,5166.6,3444.4,1549.98,1033.32,3099.96,2066.64,516.66,344.44
United States of America,28/05/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Guinea,28/05/2015,3214,2004,1928.4,1285.6,578.52,385.68,1157.04,771.36,192.84,128.56
Spain,28/05/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Sierra Leone,29/05/2015,8614,3545,5168.4,3445.6,1550.52,1033.68,3101.04,2067.36,516.84,344.56
United Kingdom,29/05/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Italy,29/05/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,29/05/2015,3216,2006,1929.6,1286.4,578.88,385.92,1157.76,771.84,192.96,128.64
Mali,29/05/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Liberia,29/05/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
United States of America,29/05/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Nigeria,29/05/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Spain,29/05/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Senegal,29/05/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Mali,01/06/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
United Kingdom,01/06/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,01/06/2015,3220,2009,1932,1288,579.6,386.4,1159.2,772.8,193.2,128.8
Sierra Leone,01/06/2015,8618,3545,5170.8,3447.2,1551.24,1034.16,3102.48,2068.32,517.08,344.72
Spain,01/06/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Senegal,01/06/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Nigeria,01/06/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Liberia,01/06/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Italy,01/06/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United States of America,01/06/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Nigeria,02/06/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
United States of America,02/06/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
United Kingdom,02/06/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Senegal,02/06/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Mali,02/06/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Italy,02/06/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Spain,02/06/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,02/06/2015,3223,2010,1933.8,1289.2,580.14,386.76,1160.28,773.52,193.38,128.92
Liberia,02/06/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Sierra Leone,02/06/2015,8620,3546,5172,3448,1551.6,1034.4,3103.2,2068.8,517.2,344.8
Nigeria,03/06/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
Senegal,03/06/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,03/06/2015,3223,2010,1933.8,1289.2,580.14,386.76,1160.28,773.52,193.38,128.92
Mali,03/06/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
United States of America,03/06/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Liberia,03/06/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Italy,03/06/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Spain,03/06/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Sierra Leone,03/06/2015,8620,3546,5172,3448,1551.6,1034.4,3103.2,2068.8,517.2,344.8
United Kingdom,03/06/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Liberia,04/06/2015,3151,,1890.6,1260.4,567.18,378.12,1134.36,756.24,189.06,126.04
Italy,04/06/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Senegal,04/06/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United States of America,04/06/2015,4,1,2.4,1.6,0.72,0.48,1.44,0.96,0.24,0.16
Spain,04/06/2015,1,0,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
United Kingdom,04/06/2015,1,,0.6,0.4,0.18,0.12,0.36,0.24,0.06,0.04
Guinea,04/06/2015,3227,2012,1936.2,1290.8,580.86,387.24,1161.72,774.48,193.62,129.08
Mali,04/06/2015,7,,4.2,2.8,1.26,0.84,2.52,1.68,0.42,0.28
Nigeria,04/06/2015,19,7,11.4,7.6,3.42,2.28,6.84,4.56,1.14,0.76
